user,member,sex,baby_age,baby_sex
5148,3,1,41,2
5149,2,-99,-99,-99
5150,2,2,40,2
5151,5,2,36,1
5152,4,2,17,1
5153,3,0,92,2
5154,3,0,44,2
5155,3,2,95,1
5156,3,2,34,1
5157,3,2,43,1
5158,2,2,12,2
5159,5,2,28,2
5160,3,2,48,2
5161,2,2,103,1
5162,3,2,-1,3
5163,4,2,28,2
5164,3,2,91,1
5165,4,2,40,2
5166,3,0,-99,2
5167,3,2,45,2
5168,4,2,25,2
5169,3,2,52,1
5170,4,2,25,1
5171,4,2,48,2
5172,6,2,33,2
5173,2,0,47,2
5174,4,2,84,2
5175,4,2,19,2
5176,4,0,9,3
5177,4,2,25,2
5178,2,0,46,1
5179,2,0,3,1
5180,3,1,19,1
5181,5,2,-99,0
5182,3,2,-99,0
5183,3,2,28,1
5184,3,2,9,2
5185,3,2,119,2
5186,3,2,3,1
5187,2,2,29,1
5188,3,2,35,2
5189,3,2,14,2
5190,3,2,23,2
5191,5,2,34,1
5192,4,2,18,2
5193,2,-99,-99,-99
5194,3,2,-99,0
5195,4,-99,-99,-99
5196,3,0,33,2
5197,3,-99,-99,-99
5198,4,2,95,1
5199,4,2,58,2
5200,3,1,37,1
5201,3,1,40,2
5202,2,2,25,2
5203,3,2,19,2
5204,4,2,38,2
5205,5,2,37,1
5206,3,0,40,2
5207,3,2,28,1
5208,2,2,89,1
5209,2,2,15,1
5210,2,2,83,1
5211,4,0,35,2
5212,6,-99,-99,-99
5213,3,2,12,1
5214,3,2,72,2
5215,3,2,36,2
5216,4,0,52,2
5217,2,2,28,4
5218,2,2,51,1
5219,0,2,40,1
5220,3,2,-1,3
5221,2,2,-2,3
5222,5,2,92,2
5223,3,2,120,1
5224,3,2,77,1
5225,3,2,31,2
5226,5,2,34,2
5227,3,2,78,2
5228,3,2,90,2
5229,2,0,113,1
5230,3,2,5,2
5231,2,2,6,1
5232,3,2,57,2
5233,2,2,30,1
5234,5,2,-99,0
5235,3,2,-99,0
5236,3,2,58,2
5237,6,2,25,1
5238,5,-99,-99,-99
5239,3,2,103,2
5240,4,-99,-99,-99
5241,1,2,66,2
5242,4,2,59,2
5243,5,1,118,2
5244,3,2,33,2
5245,3,2,63,2
5246,3,2,42,1
5247,2,2,93,2
5248,3,2,39,2
5249,3,2,31,2
5250,5,2,127,2
5251,4,2,36,2
5252,3,2,11,2
5253,3,2,105,1
5254,4,2,35,2
5255,3,2,25,2
5256,4,2,21,2
5257,3,2,14,1
5258,3,2,70,2
5259,3,2,35,2
5260,3,2,71,2
5261,4,1,28,1
5262,5,2,23,2
5263,3,2,14,2
5264,3,2,35,2
5265,3,2,0,1
5266,3,2,59,1
5267,2,2,9,1
5268,3,2,84,2
5269,4,0,30,1
5270,3,2,86,2
5271,2,2,21,1
5272,3,2,69,2
5273,3,2,48,1
5274,2,2,19,2
5275,3,2,9,2
5276,3,2,58,1
5277,5,2,5,3
5278,3,2,41,2
5279,2,0,40,1
5280,3,2,101,1
5281,4,2,28,2
5282,2,2,31,1
5283,4,-99,-99,-99
5284,3,2,5,4
5285,2,2,36,1
5286,3,2,4,1
5287,1,2,19,1
5288,3,2,14,1
5289,4,2,107,2
5290,3,0,-99,0
5291,3,2,44,2
5292,3,2,3,1
5293,3,2,2,1
5294,4,2,26,2
5295,3,2,43,1
5296,3,2,48,1
5297,3,2,27,2
5298,1,-99,-99,-99
5299,2,2,31,2
5300,3,2,47,2
5301,5,2,29,2
5302,3,2,2,1
5303,3,2,33,2
5304,2,0,28,2
5305,4,0,35,2
5306,4,2,31,2
5307,4,1,31,1
5308,3,2,29,1
5309,3,2,34,2
5310,3,2,-99,0
5311,3,0,37,2
5312,4,2,73,2
5313,3,2,31,1
5314,5,2,0,1
5315,4,2,75,2
5316,3,2,49,2
5317,3,2,31,1
5318,1,2,9,2
5319,1,0,34,1
5320,1,2,36,1
5321,2,2,18,1
5322,3,2,37,1
5323,3,2,11,2
5324,3,2,48,1
5325,3,0,133,2
5326,5,2,11,2
5327,3,2,47,1
5328,2,0,-99,2
5329,3,2,50,2
5330,4,2,-99,0
5331,5,2,3,1
5332,3,0,30,2
5333,3,2,30,1
5334,4,2,63,1
5335,2,2,21,2
5336,3,2,105,2
5337,4,2,29,1
5338,4,2,59,2
5339,3,0,26,2
5340,3,2,36,1
5341,3,2,32,2
5342,3,2,46,2
5343,3,2,186,1
5344,3,2,33,2
5345,3,2,25,2
5346,3,2,48,2
5347,3,2,35,2
5348,3,2,6,1
5349,3,2,56,2
5350,3,1,10,1
5351,4,2,44,2
5352,1,-99,-99,-99
5353,3,0,30,2
5354,5,2,30,1
5355,3,2,-99,0
5356,2,2,39,2
5357,2,2,62,1
5358,3,2,59,2
5359,6,2,28,1
5360,2,1,6,1
5361,3,2,96,2
5362,5,2,15,1
5363,3,2,48,2
5364,1,-99,-99,-99
5365,3,1,34,1
5366,4,2,62,1
5367,4,2,22,2
5368,3,-99,-99,-99
5369,3,2,37,1
5370,3,2,25,2
5371,5,2,25,2
5372,3,2,29,2
5373,1,1,11,1
5374,3,2,22,1
5375,1,2,0,1
5376,2,1,35,1
5377,3,0,25,2
5378,3,2,88,1
5379,3,2,44,2
5380,4,2,2,2
5381,3,2,52,1
5382,3,2,70,2
5383,3,2,141,2
5384,2,2,41,2
5385,4,2,22,1
5386,3,2,53,2
5387,2,1,70,1
5388,1,1,56,1
5389,4,2,69,2
5390,3,0,32,2
5391,3,-99,-99,-99
5392,2,2,0,1
5393,3,2,71,2
5394,3,1,43,1
5395,4,2,23,2
5396,3,2,16,2
5397,3,2,41,2
5398,2,2,47,1
5399,5,2,29,1
5400,2,2,31,1
5401,3,2,20,2
5402,3,2,40,2
5403,3,2,78,1
5404,3,2,35,2
5405,3,2,31,2
5406,3,1,43,1
5407,5,2,36,2
5408,1,2,101,1
5409,2,2,31,1
5410,3,1,36,1
5411,3,2,4,1
5412,4,2,121,2
5413,4,2,25,1
5414,3,2,14,1
5415,4,1,23,1
5416,4,2,61,2
5417,3,2,32,1
5418,2,-99,-99,-99
5419,1,2,60,2
5420,3,2,5,1
5421,3,2,-99,0
5422,4,2,35,2
5423,3,2,64,2
5424,3,2,89,2
5425,3,2,38,2
5426,3,0,21,2
5427,2,2,-99,0
5428,3,-99,-99,-99
5429,3,2,4,2
5430,3,2,32,2
5431,3,0,32,2
5432,3,2,20,2
5433,2,-99,-99,-99
5434,3,-99,-99,-99
5435,1,2,9,1
5436,3,2,58,2
5437,4,2,28,1
5438,2,2,12,2
5439,4,0,22,2
5440,4,2,74,2
5441,3,2,24,3
5442,1,2,16,2
5443,2,2,-1,3
5444,1,2,12,2
5445,4,0,35,1
5446,2,0,38,1
5447,3,2,3,1
5448,3,2,72,2
5449,3,2,121,2
5450,4,1,25,1
5451,3,0,28,2
5452,4,2,30,1
5453,2,2,92,2
5454,2,2,4,1
5455,4,1,28,1
5456,3,0,84,1
5457,3,0,15,2
5458,3,2,30,2
5459,3,1,142,1
5460,3,-99,-99,-99
5461,4,2,-99,0
5462,3,2,2,2
5463,2,2,28,2
5464,3,2,-99,2
5465,3,2,131,1
5466,3,2,-99,0
5467,3,2,31,2
5468,4,2,72,2
5469,3,2,25,2
5470,2,2,59,1
5471,3,2,50,1
5472,2,2,46,1
5473,3,2,3,1
5474,2,2,35,2
5475,1,2,24,2
5476,2,2,21,1
5477,3,0,97,1
5478,3,2,-99,2
5479,2,2,13,2
5480,3,2,21,3
5481,2,2,5,2
5482,2,0,23,2
5483,3,2,70,2
5484,3,2,4,2
5485,6,2,30,2
5486,2,2,7,1
5487,2,2,61,2
5488,3,2,31,1
5489,3,0,-2,3
5490,3,2,43,2
5491,3,2,30,2
5492,3,0,24,1
5493,3,2,125,2
5494,5,2,17,1
5495,6,2,32,2
5496,3,0,-99,0
5497,1,2,28,2
5498,3,2,11,2
5499,3,2,18,2
5500,2,2,57,1
5501,5,2,41,2
5502,3,2,26,1
5503,2,2,36,1
5504,2,2,60,2
5505,3,2,38,1
5506,2,2,34,2
5507,3,2,30,2
5508,4,1,16,1
5509,3,2,6,2
5510,3,2,22,2
5511,4,2,190,1
5512,3,2,40,2
5513,3,2,22,2
5514,4,2,27,1
5515,1,2,7,1
5516,3,2,11,1
5517,2,2,29,2
5518,5,2,19,2
5519,3,2,36,1
5520,3,0,36,2
5521,2,2,38,1
5522,3,2,21,1
5523,3,2,-1,3
5524,3,2,33,2
5525,3,2,19,2
5526,1,0,56,1
5527,1,2,9,1
5528,3,2,75,2
5529,3,2,42,2
5530,5,0,60,1
5531,3,2,-1,3
5532,3,2,2,1
5533,4,2,32,1
5534,3,2,-99,0
5535,3,2,71,1
5536,3,2,-99,0
5537,3,2,23,2
5538,3,2,93,1
5539,3,2,82,2
5540,3,0,47,1
5541,3,2,0,2
5542,3,2,60,2
5543,3,2,49,2
5544,3,0,24,1
5545,4,2,31,1
5546,3,2,78,2
5547,3,0,39,2
5548,2,2,20,2
5549,4,2,-99,0
5550,2,2,28,2
5551,2,2,31,1
5552,3,0,35,1
5553,3,2,33,1
5554,3,2,-99,2
5555,4,2,39,2
5556,5,2,38,1
5557,2,2,24,1
5558,3,0,22,4
5559,1,2,9,1
5560,2,2,24,1
5561,2,-99,-99,-99
5562,3,2,86,2
5563,3,2,22,1
5564,3,2,64,1
5565,3,2,-99,0
5566,3,2,45,1
5567,2,2,47,2
5568,3,2,62,2
5569,4,0,-99,0
5570,4,0,35,2
5571,3,2,114,2
5572,1,1,49,1
5573,3,2,33,2
5574,4,2,49,1
5575,2,2,21,3
5576,3,2,32,2
5577,4,2,110,2
5578,6,0,28,1
5579,4,2,59,2
5580,3,2,29,2
5581,2,2,72,2
5582,3,2,27,1
5583,3,0,31,1
5584,3,2,-1,3
5585,3,2,24,2
5586,3,2,60,2
5587,4,2,26,2
5588,4,2,40,1
5589,3,0,73,2
5590,4,2,5,1
5591,3,2,29,1
5592,2,2,44,2
5593,3,2,35,2
5594,5,2,21,1
5595,3,2,19,1
5596,2,-99,-99,-99
5597,2,2,0,1
5598,4,1,27,1
5599,3,2,28,2
5600,3,2,19,1
5601,3,2,33,2
5602,3,2,18,2
5603,3,2,35,2
5604,2,2,73,2
5605,5,2,84,2
5606,6,2,30,1
5607,4,2,83,2
5608,2,2,22,1
5609,3,2,10,1
5610,3,2,9,1
5611,2,2,25,2
5612,1,2,51,1
5613,3,2,25,2
5614,3,2,48,1
5615,3,2,8,2
5616,2,-99,-99,-99
5617,4,2,37,2
5618,3,2,44,2
5619,2,2,6,1
5620,3,2,23,1
5621,4,-99,-99,-99
5622,3,2,20,2
5623,3,2,6,1
5624,5,2,30,1
5625,3,1,1,1
5626,3,1,42,2
5627,4,2,45,2
5628,6,2,74,1
5629,3,1,1,2
5630,2,2,21,2
5631,3,2,19,1
5632,3,2,5,2
5633,2,2,93,2
5634,2,2,36,2
5635,3,2,67,1
5636,3,2,17,1
5637,3,2,9,2
5638,3,2,67,2
5639,4,2,26,1
5640,3,2,70,2
5641,1,2,36,2
5642,3,2,45,2
5643,3,2,2,2
5644,4,2,13,1
5645,3,2,35,2
5646,3,2,12,2
5647,2,2,36,2
5648,2,2,2,1
5649,5,2,30,2
5650,3,2,19,2
5651,3,2,6,2
5652,3,2,38,2
5653,2,0,13,2
5654,3,0,28,2
5655,2,2,36,2
5656,1,2,39,2
5657,3,2,97,1
5658,2,0,85,2
5659,2,2,20,2
5660,3,2,1,1
5661,2,2,76,2
5662,2,2,0,3
5663,4,2,20,1
5664,3,0,39,1
5665,3,1,24,1
5666,4,2,28,1
5667,4,1,94,2
5668,4,2,29,2
5669,2,2,18,1
5670,3,2,33,2
5671,3,2,19,2
5672,3,2,28,2
5673,3,2,34,2
5674,2,1,37,1
5675,5,2,17,1
5676,2,2,30,2
5677,2,2,34,2
5678,6,2,28,2
5679,1,2,-2,3
5680,1,2,30,2
5681,3,0,7,2
5682,3,2,20,2
5683,3,2,54,2
5684,3,2,59,2
5685,3,2,16,2
5686,3,2,26,1
5687,2,2,30,1
5688,3,0,79,1
5689,3,2,26,1
5690,3,-99,-99,-99
5691,6,2,37,2
5692,3,2,20,2
5693,3,2,43,1
5694,3,0,26,1
5695,4,2,17,1
5696,2,2,6,1
5697,3,2,25,1
5698,3,2,5,2
5699,3,2,22,1
5700,2,2,34,2
5701,1,2,7,1
5702,5,2,59,1
5703,1,2,32,2
5704,3,2,36,1
5705,5,2,73,1
5706,3,2,9,1
5707,4,2,29,2
5708,3,2,24,2
5709,2,2,44,1
5710,2,0,6,1
5711,3,2,30,2
5712,5,2,30,2
5713,3,2,39,2
5714,3,2,1,2
5715,5,1,52,2
5716,3,2,91,2
5717,6,2,13,2
5718,5,2,10,3
5719,1,2,81,2
5720,3,2,18,2
5721,3,2,34,1
5722,3,2,9,2
5723,5,2,239,0
5724,5,2,15,1
5725,2,2,37,1
5726,3,2,79,1
5727,4,2,-99,0
5728,3,1,24,1
5729,4,2,16,1
5730,3,2,43,1
5731,3,2,49,2
5732,4,2,23,2
5733,2,2,51,1
5734,3,2,39,2
5735,3,2,11,1
5736,3,2,22,2
5737,4,2,117,1
5738,2,0,58,2
5739,1,2,20,2
5740,3,2,31,2
5741,4,0,19,2
5742,3,2,53,2
5743,3,2,-99,0
5744,3,2,22,2
5745,3,2,25,2
5746,3,2,63,2
5747,2,2,21,2
5748,3,0,-99,0
5749,3,2,51,2
5750,3,2,33,1
5751,3,2,43,2
5752,2,2,59,2
5753,3,0,25,1
5754,3,2,30,1
5755,3,0,25,2
5756,1,2,19,2
5757,2,2,16,1
5758,3,0,-99,2
5759,4,2,46,1
5760,3,2,54,2
5761,3,2,14,1
5762,5,2,22,2
5763,3,2,3,1
5764,4,1,35,1
5765,3,1,25,1
5766,4,2,17,2
5767,2,2,24,1
5768,3,2,20,3
5769,3,2,30,2
5770,4,2,54,2
5771,3,2,26,2
5772,3,2,22,2
5773,3,2,28,1
5774,4,2,12,1
5775,2,2,33,2
5776,3,2,1,1
5777,4,1,12,1
5778,3,2,23,2
5779,3,2,15,1
5780,2,2,45,2
5781,1,0,39,2
5782,3,2,24,1
5783,3,2,31,1
5784,3,2,2,1
5785,1,2,-4,3
5786,2,0,71,2
5787,4,2,41,1
5788,2,0,20,2
5789,3,2,5,2
5790,3,-99,-99,-99
5791,3,2,24,1
5792,3,2,14,2
5793,3,2,-99,0
5794,3,2,32,1
5795,2,2,35,1
5796,3,2,27,2
5797,3,1,22,1
5798,3,2,29,1
5799,2,2,3,1
5800,4,2,76,2
5801,2,2,20,2
5802,3,2,59,1
5803,3,0,17,2
5804,3,2,28,2
5805,3,2,35,2
5806,3,2,23,2
5807,1,2,-99,4
5808,4,1,30,1
5809,2,2,11,1
5810,4,1,44,1
5811,6,2,17,2
5812,3,1,9,1
5813,2,2,30,1
5814,4,2,3,2
5815,3,2,24,2
5816,4,1,17,1
5817,3,0,35,2
5818,3,0,120,2
5819,2,2,16,2
5820,3,2,76,1
5821,3,2,50,2
5822,3,2,19,1
5823,3,2,51,1
5824,1,2,50,2
5825,3,2,-99,0
5826,2,2,63,2
5827,1,2,36,2
5828,3,2,28,1
5829,3,2,21,1
5830,1,2,-99,0
5831,3,2,35,2
5832,3,2,70,2
5833,3,1,39,1
5834,3,2,17,2
5835,1,2,-99,0
5836,3,2,27,1
5837,3,2,9,2
5838,4,2,25,1
5839,4,2,39,1
5840,4,2,24,2
5841,2,2,4,1
5842,3,2,41,1
5843,3,2,27,1
5844,3,2,18,1
5845,3,1,19,1
5846,2,2,19,1
5847,3,2,29,1
5848,3,0,15,1
5849,3,2,20,2
5850,3,0,52,1
5851,2,2,15,2
5852,3,1,88,2
5853,3,2,27,1
5854,3,2,39,2
5855,3,2,67,1
5856,4,2,24,1
5857,3,-99,-99,-99
5858,3,2,21,2
5859,4,2,16,2
5860,3,2,-99,1
5861,3,2,34,2
5862,2,1,31,1
5863,3,0,36,1
5864,3,2,18,2
5865,2,2,61,1
5866,5,2,33,2
5867,2,2,0,2
5868,3,2,23,2
5869,2,2,20,2
5870,2,0,9,2
5871,3,2,24,2
5872,3,2,6,2
5873,3,2,8,1
5874,2,2,7,1
5875,4,2,30,1
5876,3,2,15,1
5877,1,1,13,1
5878,3,2,24,1
5879,2,2,26,2
5880,2,2,-1,3
5881,3,1,18,1
5882,5,2,53,1
5883,2,2,46,2
5884,2,2,56,2
5885,3,2,36,2
5886,2,2,51,1
5887,3,2,53,2
5888,3,2,33,2
5889,2,2,72,1
5890,2,2,11,2
5891,2,1,-1,3
5892,4,0,-99,0
5893,2,2,26,2
5894,3,1,-99,0
5895,3,2,21,2
5896,4,2,59,1
5897,3,2,24,2
5898,3,0,63,1
5899,3,0,45,2
5900,3,2,4,2
5901,4,0,-99,0
5902,2,2,32,2
5903,3,2,12,2
5904,4,2,18,1
5905,2,2,71,1
5906,3,2,55,2
5907,3,0,44,2
5908,3,2,13,2
5909,6,-99,-99,-99
5910,3,2,2,1
5911,2,2,15,2
5912,3,2,29,2
5913,2,2,0,2
5914,3,2,5,2
5915,3,2,9,1
5916,3,2,28,1
5917,4,2,24,1
5918,2,2,-1,3
5919,3,0,90,1
5920,3,0,60,2
5921,3,-99,-99,-99
5922,2,2,-99,0
5923,3,2,117,1
5924,3,1,26,1
5925,3,2,77,1
5926,5,2,18,1
5927,3,2,128,2
5928,3,2,13,1
5929,3,2,38,2
5930,4,0,35,2
5931,5,2,54,2
5932,2,2,26,2
5933,3,2,2,2
5934,3,1,25,1
5935,2,2,-99,0
5936,2,1,133,1
5937,3,2,36,1
5938,2,2,9,2
5939,3,2,34,2
5940,3,2,30,1
5941,5,2,22,1
5942,3,2,31,2
5943,2,2,37,1
5944,5,1,27,1
5945,3,0,69,2
5946,1,2,12,2
5947,3,2,39,2
5948,2,0,-99,0
5949,5,2,24,1
5950,4,2,16,1
5951,3,2,6,2
5952,3,0,24,2
5953,1,2,74,2
5954,3,2,21,2
5955,6,2,45,2
5956,2,2,23,2
5957,1,2,47,2
5958,3,2,20,1
5959,3,2,22,1
5960,3,2,34,1
5961,3,2,7,2
5962,3,2,29,1
5963,3,0,29,2
5964,3,2,149,2
5965,2,2,31,1
5966,4,-99,-99,-99
5967,5,2,30,1
5968,3,0,16,2
5969,3,2,12,2
5970,4,2,146,1
5971,2,2,5,1
5972,2,2,24,2
5973,3,2,18,2
5974,5,2,31,1
5975,2,2,93,2
5976,3,2,133,2
5977,3,2,27,1
5978,3,2,31,2
5979,2,0,22,2
5980,3,0,19,2
5981,4,2,57,2
5982,2,2,27,1
5983,5,-99,-99,-99
5984,4,2,27,2
5985,3,2,-99,2
5986,3,2,3,1
5987,3,2,24,1
5988,1,2,30,2
5989,2,0,75,2
5990,2,2,101,1
5991,3,2,31,1
5992,3,2,26,2
5993,2,2,4,3
5994,5,2,8,2
5995,3,2,16,1
5996,4,2,11,1
5997,4,2,45,1
5998,3,2,39,2
5999,3,2,19,2
6000,3,2,141,2
6001,3,2,20,2
6002,2,2,26,2
6003,4,2,64,2
6004,5,1,41,1
6005,4,2,18,1
6006,3,2,44,1
6007,6,2,23,1
6008,4,2,30,1
6009,3,2,5,1
6010,2,2,94,2
6011,3,2,28,2
6012,2,2,29,1
6013,2,1,21,1
6014,3,1,21,1
6015,3,2,21,2
6016,2,2,35,2
6017,3,2,37,1
6018,3,2,61,1
6019,3,1,6,1
6020,4,2,28,1
6021,2,2,26,2
6022,2,2,2,1
6023,3,2,-99,0
6024,3,0,18,3
6025,4,2,144,2
6026,2,2,57,2
6027,3,1,9,1
6028,4,2,21,1
6029,3,2,102,1
6030,3,2,26,1
6031,3,2,-99,2
6032,5,2,19,2
6033,3,2,11,2
6034,1,2,112,2
6035,2,2,15,1
6036,2,1,2,2
6037,3,1,9,1
6038,4,2,-99,0
6039,3,2,4,2
6040,3,2,49,2
6041,1,2,29,2
6042,3,2,-1,3
6043,3,2,28,2
6044,3,1,48,1
6045,5,0,62,1
6046,3,2,11,1
6047,3,2,19,1
6048,3,2,44,2
6049,3,2,44,2
6050,3,2,11,2
6051,3,2,8,2
6052,5,2,15,2
6053,5,2,38,1
6054,3,2,22,2
6055,3,2,13,2
6056,4,2,54,2
6057,3,2,17,1
6058,1,2,4,2
6059,2,2,33,2
6060,1,2,27,2
6061,3,2,26,1
6062,2,1,41,1
6063,1,2,58,1
6064,3,2,-99,0
6065,3,2,15,2
6066,3,2,24,2
6067,4,2,22,2
6068,4,2,14,2
6069,3,2,44,2
6070,3,2,59,1
6071,3,2,16,1
6072,2,2,43,2
6073,3,2,3,1
6074,1,2,1,1
6075,3,2,134,2
6076,5,1,21,1
6077,3,0,33,1
6078,3,2,12,2
6079,3,2,6,1
6080,1,2,10,1
6081,3,2,66,2
6082,3,0,81,2
6083,2,2,21,2
6084,3,2,-1,3
6085,2,2,63,1
6086,2,2,45,2
6087,6,2,29,1
6088,2,2,11,2
6089,3,2,15,2
6090,1,2,26,2
6091,2,2,0,1
6092,4,2,10,1
6093,3,2,23,2
6094,3,0,23,2
6095,3,2,67,2
6096,3,2,32,2
6097,1,2,3,2
6098,3,2,45,2
6099,2,2,38,2
6100,3,0,8,1
6101,2,2,91,2
6102,3,2,77,1
6103,2,0,34,1
6104,3,0,32,2
6105,3,2,5,1
6106,3,2,69,2
6107,3,2,23,1
6108,3,2,22,2
6109,2,2,11,1
6110,2,2,33,2
6111,4,2,16,2
6112,3,2,18,2
6113,6,2,16,1
6114,3,2,24,2
6115,3,1,-99,2
6116,3,2,-99,2
6117,2,2,6,1
6118,4,2,18,1
6119,3,2,67,2
6120,4,2,20,2
6121,2,2,55,1
6122,4,2,23,2
6123,2,2,30,1
6124,3,1,15,2
6125,3,2,30,2
6126,3,2,33,1
6127,3,0,35,2
6128,4,0,23,1
6129,3,2,31,2
6130,1,2,132,2
6131,3,2,38,1
6132,1,2,2,1
6133,0,2,14,2
6134,4,2,20,1
6135,3,1,16,1
6136,2,2,33,1
6137,3,2,100,1
6138,3,2,14,1
6139,3,2,133,1
6140,5,2,27,1
6141,3,1,17,1
6142,2,2,2,2
6143,3,2,23,2
6144,3,2,32,1
6145,3,0,41,2
6146,3,2,15,1
6147,3,2,17,1
6148,3,2,-99,0
6149,2,2,17,2
6150,3,2,7,2
6151,3,1,15,3
6152,3,2,11,1
6153,3,2,22,1
6154,4,2,18,1
6155,3,2,40,1
6156,3,2,-99,0
6157,3,1,36,1
6158,3,2,1,1
6159,3,2,49,1
6160,2,1,42,1
6161,4,2,35,2
6162,2,2,14,1
6163,2,2,12,2
6164,5,2,16,2
6165,1,2,30,2
6166,3,2,23,2
6167,3,2,19,2
6168,2,1,-99,0
6169,3,2,23,2
6170,3,2,149,1
6171,3,0,96,1
6172,3,1,31,1
6173,3,2,96,1
6174,1,2,29,1
6175,3,2,173,2
6176,3,2,102,1
6177,1,2,-99,0
6178,3,2,69,2
6179,3,2,18,3
6180,3,2,14,1
6181,2,2,40,1
6182,3,2,72,2
6183,5,2,14,1
6184,1,2,1,2
6185,2,2,22,1
6186,3,2,28,1
6187,3,2,12,2
6188,5,2,16,2
6189,3,2,25,2
6190,3,2,20,2
6191,3,2,45,1
6192,2,2,6,1
6193,3,2,19,1
6194,2,0,58,1
6195,3,0,28,2
6196,3,2,7,1
6197,4,1,17,1
6198,4,2,22,1
6199,2,1,10,1
6200,3,1,35,2
6201,2,2,10,2
6202,3,0,20,1
6203,3,2,14,2
6204,4,2,23,2
6205,2,2,56,2
6206,2,0,19,2
6207,3,0,140,1
6208,3,2,20,1
6209,2,2,28,2
6210,4,1,35,1
6211,2,2,6,2
6212,3,2,61,1
6213,3,2,1,2
6214,3,2,16,1
6215,4,2,20,1
6216,5,2,20,1
6217,2,2,40,2
6218,3,1,6,1
6219,3,2,20,2
6220,3,2,26,1
6221,3,2,23,2
6222,1,2,-99,0
6223,5,0,16,2
6224,1,2,4,2
6225,3,2,32,0
6226,2,2,57,2
6227,3,2,120,2
6228,3,2,23,1
6229,1,2,48,2
6230,4,2,10,2
6231,3,2,16,2
6232,3,0,35,1
6233,3,2,14,2
6234,3,2,13,1
6235,4,2,67,1
6236,4,2,20,2
6237,3,2,14,2
6238,2,2,41,2
6239,3,0,35,2
6240,2,2,2,2
6241,3,2,34,2
6242,3,2,27,1
6243,5,2,14,1
6244,3,2,124,2
6245,3,2,11,2
6246,3,2,25,2
6247,3,2,17,2
6248,2,2,47,2
6249,3,2,13,1
6250,2,0,33,1
6251,4,2,11,1
6252,3,2,27,2
6253,3,2,6,2
6254,3,2,65,2
6255,3,2,20,1
6256,3,2,15,1
6257,2,2,25,1
6258,2,0,85,2
6259,2,0,6,2
6260,3,2,7,2
6261,4,0,100,2
6262,2,1,23,1
6263,3,2,6,1
6264,3,2,14,2
6265,1,2,11,1
6266,2,2,46,2
6267,3,2,13,2
6268,3,0,11,3
6269,3,2,11,2
6270,3,2,20,1
6271,4,2,43,2
6272,5,2,30,1
6273,3,2,38,2
6274,3,1,18,1
6275,3,2,29,1
6276,3,0,39,2
6277,4,2,23,2
6278,1,2,28,2
6279,3,2,50,2
6280,2,2,53,1
6281,3,0,22,2
6282,3,0,1,1
6283,2,2,62,2
6284,4,2,27,2
6285,3,2,58,2
6286,4,2,51,2
6287,1,2,32,1
6288,4,0,34,2
6289,3,2,5,1
6290,5,0,27,2
6291,3,2,23,2
6292,3,2,97,2
6293,3,2,22,2
6294,4,-99,-99,-99
6295,3,0,35,2
6296,2,2,80,1
6297,3,2,23,1
6298,4,2,32,1
6299,3,2,22,2
6300,3,2,101,2
6301,2,2,35,2
6302,3,1,87,1
6303,3,2,58,2
6304,3,0,24,1
6305,3,2,12,1
6306,3,2,21,2
6307,3,2,13,1
6308,4,2,-99,0
6309,3,0,33,2
6310,4,2,64,2
6311,3,0,33,2
6312,2,2,10,1
6313,3,2,8,2
6314,3,-99,-99,-99
6315,2,2,13,2
6316,2,2,19,1
6317,2,2,26,2
6318,2,2,45,2
6319,5,2,28,1
6320,3,2,56,2
6321,3,2,4,2
6322,3,2,17,1
6323,3,0,34,1
6324,3,2,108,1
6325,3,1,12,1
6326,3,2,79,2
6327,3,0,21,2
6328,3,0,15,1
6329,3,2,4,2
6330,3,2,46,1
6331,3,0,14,2
6332,3,2,14,1
6333,4,2,16,2
6334,3,2,30,2
6335,3,2,20,1
6336,3,0,-99,0
6337,3,2,20,2
6338,3,2,19,2
6339,3,2,9,1
6340,3,2,28,1
6341,3,2,83,2
6342,1,2,24,2
6343,3,2,45,1
6344,3,2,19,2
6345,5,2,18,1
6346,3,2,59,1
6347,1,2,9,1
6348,3,2,51,1
6349,1,0,22,1
6350,3,2,13,2
6351,1,2,-5,3
6352,1,2,47,1
6353,3,2,26,1
6354,2,-99,-99,-99
6355,3,2,16,1
6356,1,2,11,2
6357,2,0,108,2
6358,4,2,11,2
6359,1,2,0,2
6360,3,0,11,2
6361,3,0,83,2
6362,3,2,37,2
6363,2,0,47,2
6364,4,1,16,1
6365,2,2,21,1
6366,2,2,3,2
6367,4,2,21,2
6368,2,0,33,2
6369,3,1,21,1
6370,3,0,117,2
6371,5,2,12,1
6372,1,2,24,1
6373,4,2,12,1
6374,3,2,14,2
6375,4,2,18,1
6376,4,2,95,1
6377,2,2,9,2
6378,3,2,66,2
6379,2,1,19,1
6380,3,2,43,2
6381,2,2,24,2
6382,4,2,20,2
6383,3,0,14,2
6384,3,2,14,2
6385,3,0,57,1
6386,1,2,35,2
6387,3,0,20,1
6388,2,2,-99,0
6389,2,2,20,1
6390,3,2,19,2
6391,3,2,59,2
6392,3,1,15,1
6393,3,2,109,2
6394,3,2,21,1
6395,3,2,11,1
6396,3,2,43,1
6397,4,-99,-99,-99
6398,3,2,36,2
6399,3,2,8,1
6400,3,2,18,2
6401,2,2,24,2
6402,2,2,19,2
